,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type,main_goal_feelBetter,main_goal_loseWeight,main_goal_reducePain,main_goal_stayActive,nutritional_goal_improveNutrition,nutritional_goal_increaseMuscle,nutritional_goal_loseWeight,nutritional_goal_none
8316,PmC4zn1z6mMLtY7looFaV9BErya2,212,0,211.0,1,212.0,62.0,1,160.0,1.0,1,3,2,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
8317,PmOpDsuxm8WActXvvSLXewsM6aA2,120,1,119.0,1,120.0,65.0,1,168.0,2.0,1,2,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8318,PmZaCIo1AKc1XfuFb8RGshqU1JV2,35,1,34.0,1,35.0,57.0,1,155.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8319,PmkNsBcyaLXgWCLDPcyMtDcDlul2,21,1,20.0,1,21.0,51.0,1,156.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8320,PmmGMKYAzeO2hCNwauXArEL2Q2x1,216,0,214.0,1,216.0,72.0,1,164.0,2.0,1,2,2,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
8321,PmoHXbNyVZNNttsx7tZWgv1PlOx2,106,1,100.0,2,53.0,73.0,1,168.0,1.0,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8322,Pmy27MkgKLeXDrci7UgLYJZkgaF3,25,1,24.0,1,25.0,59.0,1,150.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8323,Pn4u8a7G6QXpgLWbpwSUNKqINvx1,105,1,104.0,1,105.0,66.0,1,155.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8324,PnIRdLheVzeFZEbaJJMUqzsMi1S2,157,0,156.0,1,157.0,61.0,1,166.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8325,PndzalPVGtO0Vi7stmGP2IR02kH2,80,1,6.0,4,20.0,62.0,1,150.0,1.0,1,2,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
8326,PneSSYcgfMUN6VIT39YyGFc9sil1,99,1,98.0,1,99.0,60.0,1,162.0,1.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8327,PnoVRkI4ozYEVaUKuOuIzOaOdWE2,73,1,72.0,1,73.0,56.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8328,PnvIrqIVLtTrH5Axz5RRoHEcpN22,26,1,25.0,1,26.0,56.0,1,158.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8329,PoBRC0RlhShJi4sgaBm9U9PHzXa2,164,1,163.0,1,164.0,60.0,1,171.0,1.0,1,2,2,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
8330,PoOwDRgLRQY1GPW01RG2ZVfc1JI2,46,1,45.0,1,46.0,62.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8331,PobvTmuOK3RXhEw7dPjrJWDlRsg2,54,1,53.0,1,54.0,59.0,0,169.0,2.0,1,1,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
8332,PoenP45CNEaISdh5l05S4ubxFEJ3,137,1,136.0,1,137.0,61.0,1,144.0,2.0,1,2,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8333,Poj0XE00pdeeEJ7jUI5P2eSrAy32,58,1,57.0,1,58.0,61.0,1,166.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8334,PosEsnsv5chKwpXvu3YnB2MRXsp1,59,1,58.0,1,59.0,57.0,1,156.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8335,Poz4cR8EUSYWmgLVeatNtuTwaz22,167,1,166.0,1,167.0,62.0,1,163.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8336,Pp9BqA3Cx9RdlenHGMfPZsEuheb2,92,0,2.0,1,92.0,60.0,1,164.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8337,PpAWsg4keKTp6xtJ4FA9o1MzWDS2,101,0,100.0,1,101.0,58.0,1,154.0,2.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8338,PpKLLOzgQKZLZevyP6mLuLnMb4C2,127,0,126.0,1,127.0,69.0,1,154.0,2.0,2,1,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
8339,PpMt2RHf3VS06CZfd9HPo4karsj1,27,1,26.0,1,27.0,58.0,1,164.0,2.0,1,1,1,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8340,PpUqSsJDLhTeoGoVYVgqZiOYCOQ2,23,1,22.0,1,23.0,55.0,1,174.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8341,PqPBOJH5RNNDvsTIUjUe4C4jsWn1,261,0,260.0,1,261.0,68.0,0,168.0,2.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8342,PqU7Q2j8dNdLsc7SdDB1d6aRokj2,39,1,38.0,1,39.0,56.0,1,170.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8343,PqVnjXlPCffydd0AhW08aZYL7Cg2,107,0,106.0,1,107.0,61.0,1,159.0,2.0,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8344,PqdUQZuPU5bdsa4UcH2mevV93PF2,134,1,133.0,1,134.0,65.0,1,160.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8345,PqvUkGTyhRcZ8Gd9K0SLv6wZKuW2,24,1,23.0,1,24.0,63.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8346,Pr4FDOy8wfckvanXEI1WcpHdXMz2,38,1,37.0,1,38.0,56.0,1,168.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8347,PrBllanEOvg95USugC9Xr5ndiPq2,88,1,87.0,1,88.0,62.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8348,PrGx8Sfb64cMoscBIoheSlnN0Go1,115,1,114.0,1,115.0,66.0,1,160.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8349,PrJBJIm2WFUhOqdzhYtKMQKwwEx1,1110,0,366.0,6,185.0,60.0,0,171.0,1.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8350,PrL0rf7d0qfyL5idDqAHdjzdKQq2,25,1,24.0,1,25.0,60.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8351,PrQhHWCPMxNBhgsk6WCgjYFD0mL2,80,1,29.0,2,40.0,61.0,1,160.0,2.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8352,PrTsSEdLQwZgJy5R9raHvB44Sru2,84,1,83.0,1,84.0,75.0,1,154.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8353,PrVmJD3ZGLMrcjBrUeCTd0RIi103,107,0,106.0,1,107.0,67.0,1,153.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8354,PrYBU7XalQTzDDAWlSAz79nKGDA3,81,1,80.0,1,81.0,55.0,1,157.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8355,Ps5h0g5waEXejXIvKVmtxK6e7953,126,1,125.0,1,126.0,52.0,1,157.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8356,PsBaRRhrgjVBVx0gpflR23pXmYz1,49,1,48.0,1,49.0,56.0,1,155.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8357,PsIRLcrecWcKnRwqWb1mGYUnZeF2,183,1,47.0,2,91.5,76.0,1,170.0,2.0,1,2,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8358,PsW3lgOnnrVJvNAUwoCv9dWoDsV2,45,1,44.0,1,45.0,54.0,0,174.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8359,PtG0G3yWaCQaEB0ObzUs3SOwlbZ2,43,1,42.0,1,43.0,62.0,1,156.0,2.0,1,3,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
8360,PtGnVKPns7O7kF7MIpIpLIQkdyw1,111,1,110.0,1,111.0,63.0,1,158.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8361,PtaAMNaIkZMnFQrNai39KlvjM622,26,1,25.0,1,26.0,66.0,1,149.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8362,PuEQysGOjrbVBeNpF2faGvx7XVT2,81,1,80.0,1,81.0,60.0,1,171.0,1.0,2,1,1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
8363,PuI1SMn9yGP24flUaTHDAHfDmGE3,164,1,163.0,1,164.0,63.0,1,164.0,2.0,1,2,2,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
8364,PuIxV1ynKiay1P5CY54pgETzoiq1,105,1,104.0,1,105.0,65.0,1,160.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8365,PucSq6j0ZEREkXZ4uxa5243qAGg1,169,1,168.0,1,169.0,62.0,1,153.0,2.0,1,1,1,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
8366,PudYYSq6r2OjPqxwGD3hyktbVon1,135,1,134.0,1,135.0,68.0,1,166.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8367,PujHZYwmMiarCHbsyv9liGEPlH92,8776,0,8775.0,1,8776.0,62.0,1,162.0,3.0,1,3,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8368,Pv2NeDCo5hST2NayqP6AfisKRQb2,5,1,4.0,1,5.0,60.0,0,170.0,3.0,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8369,PvpDK5YwCUcXAFrl1tDdBQTn1hi1,33,1,32.0,1,33.0,53.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8370,Pw5avTkihffkmQ7MaBQxhTeUQq92,28,1,27.0,1,28.0,63.0,1,163.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8371,Pw5n3v8uygOUW7Hle4VtsbwcLV33,112,1,111.0,1,112.0,54.0,1,161.0,2.0,1,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8372,PwBGli5WRKg6xSHk3SprBGAO3Rn1,122,0,4.0,3,40.66666666666666,60.0,1,169.0,1.0,1,2,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
8373,PwHrz4elAEUfiyyKHRjui3BkxW62,140,1,138.0,1,140.0,72.0,1,170.0,2.0,1,2,2,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8374,PwIAcukFYyQs6QyZ2lviq7ri1Bg1,45,1,44.0,1,45.0,74.0,1,162.0,1.0,2,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
8375,PwRxE6uLyJZC7nZUoamz7VOpTds1,98,1,97.0,1,98.0,62.0,1,162.0,2.0,2,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8376,PwYWjp3NQrhGlOHXAfd83yytzMB2,21,1,20.0,1,21.0,58.0,1,164.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8377,Py6KZ5bCKoUBaxKrTrTvAbcOmRJ2,52,1,51.0,1,52.0,60.0,0,170.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8378,Py6LEzQAwuelP6iFQGLwTtfJkRc2,25,1,24.0,1,25.0,56.0,1,172.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8379,PyAiTcVpv2SHUM4cyqEDgO5BZXt1,164,0,163.0,1,164.0,54.0,0,170.0,3.0,2,1,1,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
8380,PyNZ9RDkE5hcCkrxNVVCFXsJR1w1,128,1,3.0,5,25.6,62.0,1,169.0,3.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8381,Pys7Yc5HspRUzzgwSRi1psK2FjV2,51,1,50.0,1,51.0,73.0,1,162.0,1.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
8382,Pz98lDEPlUT9lxnRRGzIFmdMRUV2,152,1,151.0,1,152.0,69.0,1,162.0,2.0,1,2,2,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
8383,PzLwIVhdhaTZgT8ynWjbt0dgSgq2,8,0,7.0,1,8.0,62.0,1,157.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8384,Pzk2Czgha7bu2VUpTBX62PFu4OB2,186,1,185.0,1,186.0,73.0,1,157.0,2.0,1,1,1,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
8385,Q05yxJNCgWfjvjHJtqahzn6idbL2,79,1,78.0,1,79.0,64.0,1,163.0,3.0,1,2,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8386,Q07GzLL0ncRl4VYsnsA7Wu4a4m32,103,1,102.0,1,103.0,70.0,1,165.0,3.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8387,Q0Tj3HxKuGSRcSH70tHHFLeEqWl2,30,1,29.0,1,30.0,71.0,1,167.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8388,Q0aiYZ6phFSbhtl5P10aX5WowSH2,88,1,20.0,4,22.0,72.0,1,157.0,1.0,1,2,2,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
8389,Q0ntE20fFibAuStYpaR1WZt7Ak02,92,0,91.0,1,92.0,64.0,1,160.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8390,Q0zhPpQWx1OMs4ERpyDvxz8opli2,63,0,32.0,4,15.75,65.0,1,156.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
8391,Q1JX4qHKmrMa2ObG5fKqe30FgOR2,1452,1,297.0,2,726.0,70.0,1,160.0,1.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8392,Q1MMzoXKjoTCFj0WQy2A28hbLlo1,28,1,27.0,1,28.0,54.0,1,165.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8393,Q1NWzFxwCEfKPY0XNfMKKibQWb03,104,1,103.0,1,104.0,63.0,1,171.0,2.0,2,1,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
8394,Q1Qlf0KioLPmvwAVcNx0APZ1zcl2,5236,1,5187.0,2,2618.0,70.0,1,157.0,3.0,1,1,1,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
8395,Q1Ve1vozNUfEa2xdEAar4Si0SfO2,120,1,119.0,1,120.0,66.0,1,164.0,2.0,1,1,1,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
8396,Q1aYUztn7aP32HBwnTc0ql8Sx6w1,52,1,51.0,1,52.0,54.0,1,159.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8397,Q1lTj2Odo9TMdgYswVcJ0BPsSbG3,41,1,40.0,1,41.0,60.0,1,163.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8398,Q2GgLF7AAiXv3pmtuHI7uiEcZKF3,136,1,135.0,1,136.0,73.0,1,157.0,2.0,2,2,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8399,Q2WEYXmEwda1kCqPkh6JFTRfxis2,88,1,87.0,1,88.0,63.0,1,162.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8400,Q2Y3Zc5xYIfaujFDAOuSiTqeV052,80,1,79.0,1,80.0,66.0,1,156.0,2.0,1,2,2,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
8401,Q33OZ4wBJdclQfVjPGWaAciseqh2,26,1,25.0,1,26.0,64.0,1,164.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8402,Q3Wb7h78jmRdQhcp11x9MKNgwj82,204,1,33.0,2,102.0,50.0,1,160.0,2.0,2,2,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
8403,Q3aUsgUe0pdCfIzyNbimgUUNAYI3,89,1,88.0,1,89.0,64.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8404,Q3d0ekqAcmR1OYA989TjDc8oj6f1,122,1,121.0,1,122.0,64.0,1,150.0,1.0,1,2,2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
8405,Q3mZ2GwkLWbDc7b8n6rXO3HS2so1,114,1,113.0,1,114.0,64.0,1,153.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406,Q3tt0j5yG4NUpr3UnvSmylYXV3r2,247,1,246.0,1,247.0,62.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407,Q3v5XSctzNQDpPVxntNFwAJU71t2,93,1,92.0,1,93.0,60.0,1,170.0,2.0,1,1,1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
8408,Q4HMNOyZTpSBjDdwAAHEr9hFkF02,202,1,201.0,1,202.0,65.0,1,155.0,2.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8409,Q4ITiveYXOcEkws1uRybAyLHRRB2,37,1,36.0,1,37.0,67.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8410,Q4MBVjxdLjRXAh7c9UNB3iIjnOB2,44,1,43.0,1,44.0,62.0,0,178.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411,Q4badnZWi9TSprLOzhxwUCYnS953,218,0,217.0,1,218.0,80.0,1,157.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8412,Q4o0zXeqaTO5o84h3Q7UjAKhf592,106,1,105.0,1,106.0,68.0,1,156.0,2.0,1,1,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8413,Q5ElbhHMgpg3vy8vo6oUUi9SNXp1,90,0,89.0,1,90.0,61.0,1,163.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,Q5K1JTPXLwSgPutMO0EWUiKI9Tk2,35,1,34.0,1,35.0,67.0,1,169.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415,Q5LaZ29n4hRJmG43oRCayz4qF7U2,48,1,47.0,1,48.0,52.0,1,153.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,Q5RJCDeuaMMUHOZht0pp9q3DQ5w2,22,1,21.0,1,22.0,53.0,1,160.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8417,Q5zPyv7M59PnjF8BMEUrA4k0ZHw1,89,1,88.0,1,89.0,63.0,1,166.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418,Q6fvgxFVNLUYJobx5VZZn7SVU8q2,107,1,106.0,1,107.0,68.0,0,173.0,2.0,1,1,1,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
8419,Q6gI6U6tRiZdNXXoRC2FCVJF6pv1,93,1,92.0,1,93.0,60.0,0,170.0,3.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
8420,Q6oHPq5T6EeAXO4OgtAFTOf0yrA2,85,1,84.0,1,85.0,55.0,1,167.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8421,Q7GNhmCP6oUmhaj3tvlbLWpc8pF2,42,1,41.0,1,42.0,71.0,0,172.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8422,Q7a25XjahYR9ZLw12wDZ7gZarkp2,99,1,98.0,1,99.0,59.0,1,155.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8423,Q8MJovUJWYP59Y6e0APPxraz1Of1,143,1,142.0,1,143.0,72.0,1,159.0,2.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8424,Q8Slh3hDcsR202ohLIHFGmZ9n6Y2,66,1,65.0,1,66.0,65.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425,Q8siin0mXbYraqnBILZNaxwDH2p2,74,1,16.0,3,24.666666666666668,60.0,1,161.0,1.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8426,Q94JpCMrH2fevP72MSCuYwIjC5N2,799,1,798.0,1,799.0,67.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427,Q9Z50ZJkaVhi8bfKOUhEocCy6SC2,80,1,79.0,1,80.0,62.0,1,171.0,1.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8428,Q9aEs7d3NSbM6jZuNRvM6Bmx9M23,31,1,30.0,1,31.0,55.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8429,Q9dwH845p8bOdSJJQ5qsx65CFrj2,150,1,149.0,1,150.0,64.0,1,165.0,2.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8430,Q9nbbQH3DZgNbXlhLpCB41XbHOD3,95,1,94.0,1,95.0,64.0,1,164.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8431,Q9nhRdOKNkOCeq0e7e9cS5P4fxJ3,107,1,106.0,1,107.0,67.0,1,170.0,1.0,2,1,1,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
8432,QA7SvEEuTCaetbmie7JPVg13uGn2,72,1,71.0,1,72.0,64.0,0,164.0,3.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8433,QAmZPpefr9dlQF07C0bZ6kU8ZQp1,146,1,145.0,1,146.0,51.0,1,161.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8434,QB3QjuSF78WkDDRRz0WlmDIDVNu1,35,1,34.0,1,35.0,58.0,1,171.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8435,QBZYdiMHA6SljjfTHoXQJwETsQs1,73,1,72.0,1,73.0,65.0,1,168.0,2.0,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8436,QBdrzCRXbLRWUVmFYgyZ87L7CO23,23,1,22.0,1,23.0,59.0,1,157.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8437,QBr3ipCluvgfVEPYqVE1bV6sZUo1,117,1,116.0,1,117.0,63.0,1,162.0,1.0,1,1,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8438,QCTgbJGXt1bYDNH8s6oUZQAkGdu2,57,1,56.0,1,57.0,77.0,1,150.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8439,QCVtc0wJQpTDi7NjG7AI6n15S3f2,89,1,88.0,1,89.0,64.0,0,174.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440,QCX2aTZCZSMhKYpguentqjsgtAC2,27,1,26.0,1,27.0,57.0,1,169.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8441,QCrLUN2WGjebHJHVSVMKiNfBwky1,78,1,77.0,1,78.0,61.0,1,169.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8442,QCtlAVnYX4Yc3bgdwUnRuk2nywf1,64,1,63.0,1,64.0,64.0,1,156.0,2.0,2,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8443,QD66eeXOmEdJHhQj8LFdZxxKz9k2,51,1,8.0,3,17.0,70.0,1,163.0,1.0,1,2,2,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8444,QDAoSsFWbsWUwG4tFhnF95uz95j1,110,1,109.0,1,110.0,60.0,1,156.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445,QDO0ZJEzKOSffc6bpCjCg0WULvH2,180,0,178.0,1,180.0,64.0,1,150.0,2.0,1,2,2,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8446,QDg4H5VAwafs06QtLm0aacVJNkf2,65,0,7.0,4,16.25,47.0,1,164.0,2.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
8447,QELMJRYURjNUmBDjDMGqHRQESkF3,89,0,88.0,1,89.0,60.0,0,170.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448,QERm7ubmg9cvxJSzSczHxPLv4BX2,133,1,132.0,1,133.0,60.0,1,161.0,1.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8449,QEYP2TtKLiYFmgI7y94sZbU0nQA2,88,1,87.0,1,88.0,55.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8450,QEak7lgxPYVMfPMKgpV6odB1XZz1,93,1,25.0,4,23.25,61.0,1,160.0,1.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8451,QF2CjzFAj4PinXijBO0MboByJDI3,109,1,108.0,1,109.0,62.0,1,148.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8452,QF7FZ4fa8NQhdeXPaX5jUl5PKZy2,113,1,112.0,1,113.0,67.0,1,164.0,2.0,1,1,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8453,QFHOs6tGFTRE5hJ3yx6zVaEI5Rj1,29,1,28.0,1,29.0,56.0,1,152.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8454,QFMXFW2DZtbSBVpsFUrAaXkgo352,65,1,64.0,1,65.0,59.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8455,QGCuoRaUQydfwa26Y6k7WWXDWLH2,128,1,127.0,1,128.0,65.0,1,160.0,2.0,1,2,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8456,QGGGDb8fQPaB32l04zuVvAOK5jk1,109,1,7.0,4,27.25,51.0,1,154.0,3.0,1,2,2,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
8457,QGYOAU0j0HamH900iIcMwz2Nw833,47,1,46.0,1,47.0,67.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
